NavCustomerNo;CompanyName;CustomerStatus;PriorityCustomer;PPS;OcFwTerr;OcFwSat;OcNotam;CustomerSince;PriceEscalation;Terminationdate;ChurnValue;Avoidable;ChurnReason;BlockedDate;BlockedReason
;Jet Aviation Flight Services, Inc.;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM11124;JET AVIATION Business Jets;PotCust;0;0;0;0;0;01/01/1995 00:00:00;0.00;02/29/2024 00:00:00;0;Avoidable;Going to different provider;03/04/2024 00:00:00;Churn feb24 iflg. HEH
COM13203;Jetbee Czech s.r.o.;Customer;3;5;5;0;0;09/01/2017 00:00:00;8.00;;0;;;;
COM11193;Jet Executive International;Customer;3;4;5;0;0;10/01/1997 00:00:00;8.00;;0;;;;
COM13517;Jet Premier One;PotCust;0;0;0;0;0;;0.00;;0;;;;
;JET SERVE AVIATION;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM11332;JET TIME (old);NonCust;0;0;0;0;0;;0.00;;0;;;09/17/2021 00:00:00;Bankrupt
;JET4U;PotCust;0;0;0;0;0;;0.00;;0;;;;
;JET ADVISOR PAD Aviation Service GmbH;PotCust;0;0;0;0;0;;0.00;;0;;;;
;TUI fly (Belgium);PotCust;1;0;0;0;0;;0.00;;0;;;;
COM12638;JETCORP;NonCust;0;0;0;0;0;07/01/2014 00:00:00;0.00;04/30/2024 00:00:00;0;Unavoidable;No more Tails left, shutting down business.;05/02/2024 00:00:00;No more Tails left, shutting down business. Skyldig saldo betalt 23.05.2024
COM11127;JETFLITE OY;Customer;3;3;0;0;0;01/01/1997 00:00:00;8.00;;0;;;;
COM12524;JETFLY AVIATION S.A.;Customer;1;50;49;0;46;06/01/2013 00:00:00;8.00;;0;;;;
;JetLounge GmbH;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM11128;JetNetherlands BV (ASL nv);Customer;3;7;0;0;0;11/01/2002 00:00:00;8.00;;0;;;;
COM13879;JetSMART SpA;PotCust;0;0;0;0;0;;0.00;;0;;;;
;JETSTREAM AVIATION;PotCust;0;0;0;0;0;;0.00;;0;;;;
;JF Service LLC.;Quarantine;0;0;0;0;0;;0.00;;0;;;;
;Jin Air;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM11129;JIVAIR AB;Customer;3;1;0;0;0;03/01/1992 00:00:00;8.00;;0;;;;
COM13388;JONIKA LLC;Customer;3;0;0;0;0;02/01/2019 00:00:00;8.00;;0;;;03/30/2021 00:00:00;Outstanding invoices settled
COM13466;JORDAN AVIATION;Customer;1;6;0;0;0;03/01/2014 00:00:00;8.00;;0;;;;
COM11903;Jota Aviation Ltd;NonCust;0;0;0;0;0;06/01/2010 00:00:00;0.00;;0;;;08/23/2022 00:00:00;Ceiced operations in april 22
COM14691;Jubba Airways Limited;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13634;UAB Jump Air (Jump-Airways.com);Customer;3;3;3;0;0;10/01/2021 00:00:00;8.00;;0;;;;
COM13139;Jung Sky;Customer;3;2;0;0;0;03/01/2017 00:00:00;8.00;;0;;;;
;Jupiter Jet;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13897;K2 Airways (PVT) Ltd.;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14100;K5 Aviation GmbH;Customer;3;0;7;6;0;11/29/2022 00:00:00;8.00;;0;;;;
;Kabo Air Limited;PotCust;0;0;0;0;0;;0.00;;0;;;;
;KAN AIRLINES;NonCust;0;0;0;0;0;;0.00;;0;;;;
;KENN BOREK AIR;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Kepplair International;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM12806;Kermas Aviation;PotCust;0;0;0;0;0;03/01/2015 00:00:00;0.00;;0;;;;No flights - no payment
COM13405;KEY LIME AIR;Customer;0;15;0;0;0;04/01/2019 00:00:00;8.00;;0;;;;
;KF AEROSPACE;PotCust;0;0;0;0;0;;0.00;;0;;;;
;KINGCRETE ASSOCIATES PVT LTD.;PotCust;0;0;0;0;0;;0.00;;0;;;;
;KISH AIR;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13591;KiteAir;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13494;KlasJet;Customer;1;12;0;0;0;07/01/2019 00:00:00;8.00;;0;;;06/26/2023 00:00:00;
;Kosmos Airlines (Russia);Quarantine;0;0;0;0;0;;0.00;;0;;;;
;JSC KrasAvia;Quarantine;0;0;0;0;0;;0.00;;0;;;;
COM13847;Kronborg Air Consult;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Kroschke Sign Int. GmbH;NonCust;0;0;0;0;0;;0.00;;0;;;;
;KS Avia;PotCust;0;0;0;0;0;;0.00;;0;;;;
;KYRGYZSTAN AIR COMPANY;PotCust;0;0;0;0;0;;0.00;;0;;;;
;LA AVIATION UAE;NonCust;0;0;0;0;0;;0.00;;0;;;;
;LabCorp aviation;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13321;LAM MOZAMBIQUE;Quarantine;2;1;8;0;0;06/01/2019 00:00:00;8.00;;0;;;06/02/2026 00:00:00;Lack of payment
;Lao Airlines;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Laos Cargo;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13328;AIR LEAP;NonCust;0;0;0;0;0;09/01/2018 00:00:00;0.00;;0;;;01/02/2023 00:00:00;Closed completely on Jan. 24th 2022
COM13532;LEGEND OF THE NILE;PotCust;0;0;0;0;0;03/03/2021 00:00:00;0.00;;0;;;;
COM14274;LIAT (2020) Ltd;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM11861;LIBERTY AIR;PotCust;0;0;0;0;0;09/01/2006 00:00:00;0.00;;0;;;;Closed correctly
COM14519;LIBYAN AIRLINES;Customer;1;2;0;0;0;03/17/2025 00:00:00;8.00;;0;;;;
COM13373;Libyan Government;PotCust;0;0;0;0;0;10/01/2019 00:00:00;0.00;;0;;;12/20/2021 00:00:00;Closed due to missing payment and communication
;LIFE JET LTD;PotCust;0;0;0;0;0;;0.00;;0;;;10/28/2020 00:00:00;No invoices and usage, why customer status, no clue. Account closed
COM13278;Life Line Ltd;Customer;3;5;4;0;0;03/01/2018 00:00:00;8.00;;0;;;;
COM13668;Religare Aviation;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13666;Lilium GmbH;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13693;LINK AIR CARGO;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM12881;Lipican Aer d.o.o.;PotCust;3;3;0;0;0;04/03/2018 00:00:00;8.00;01/31/2026 00:00:00;0;Unavoidable;fleet sold, no more AC left. no need for flight planning software;;
COM12586;Jet Commerce OU, Litavio;NonCust;3;0;0;0;0;09/01/2013 00:00:00;8.00;;0;;;05/05/2026 00:00:00;Closed because of the war in Ukraine
COM12527;LITHUANIAN AIR FORCE AIRBASE;PotCust;0;0;0;0;0;01/01/2016 00:00:00;0.00;;0;;;01/02/2023 00:00:00;Blocked on Dec. 31st, 2021 - updated correctly now
;LK Flyers LTD;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM11386;LOGANAIR Ltd.a;Customer;1;35;37;0;0;07/01/2007 00:00:00;8.00;;0;;;;
COM13245;Longtail Aviation International Ltd.;PotCust;0;0;1;1;0;11/22/2024 00:00:00;8.00;08/05/2026 00:00:00;2911;Unavoidable;previously churned 31/01/2024 due to missing payment.  value (47.833).    New contract breach, FPL via Flightworx.;;
COM13507;Lothringen Aero Services GmbH;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM11139;LUFTTRANSPORT F.W. A/S;Customer;0;0;0;0;0;10/01/1998 00:00:00;0.00;;0;;;;
COM13266;LUMIWINGS S.A.;Quarantine;3;1;0;0;0;06/01/2018 00:00:00;8.00;10/14/2025 00:00:00;0;Unavoidable;Missing payment - no communication.;10/14/2025 00:00:00;No payment, no communication
COM11140;LUXAIR S.A.;Customer;1;21;23;0;0;07/01/1998 00:00:00;8.00;;0;;;;
;LUXAVIATION MANAGEMENT COMPANY;NonCust;0;0;0;0;0;11/10/2020 00:00:00;0.00;;0;;;;
COM13814;Masterjet (Luxaviation Portugal - Part of Luxaviation Group);PotCust;0;0;0;0;0;;0.00;;0;;;09/12/2023 00:00:00;Never went live
COM11138;LUXAVIATION UK (Part of Luxaviation Group. Former LEA London executive Aviation);PotCust;0;0;0;0;0;12/01/2018 00:00:00;0.00;;0;Avoidable;Group deal - going to Flightkeys;09/12/2023 00:00:00;Contract terminated
COM12414;LUXWING Ltd.;Customer;2;8;10;0;0;10/01/2012 00:00:00;8.00;;0;;;;
COM14528;Lynden Air Cargo, LLC;Pending Delivery;0;10;0;0;0;03/31/2026 00:00:00;4.00;;0;;;;
COM12154;MAC Medical Aviation Consulting GmbH;Customer;3;0;0;0;0;08/01/2008 00:00:00;8.00;;0;;;;
;MAHAN AIR;NonCust;0;0;0;0;0;;0.00;;0;;;;
;FSUE “State ATM Corporation”;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13408;MALETH AERO;Quarantine;0;0;0;0;0;09/01/2020 00:00:00;8.00;05/27/2025 00:00:00;0;Unavoidable;See blocked reason;05/27/2025 00:00:00;No payment, no communication
;MALMÖ AVIATION TEST;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Mango Airlines;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13606;MAP Transportes Aéreos Ltda;PotCust;0;0;0;0;0;03/01/2020 00:00:00;0.00;;0;;;11/11/2020 00:00:00;No activity, no pay.
COM13516;MARATHON AIRLINES;Customer;2;5;0;0;0;08/01/2020 00:00:00;8.00;;0;;;;
COM13688;Maximus Air L.L.C;Customer;0;2;0;0;0;09/23/2020 00:00:00;8.00;;0;;;;
COM11319;MEDAVIA;PotCust;0;0;0;0;0;12/01/2006 00:00:00;8.00;10/31/2025 00:00:00;0;Unavoidable;Havent  used PPS for 5 Years. AC parked. Might resume operations at some time.;05/27/2025 00:00:00;missing payment
;MEGA GLOBAL AIR SERVICES ( MALDIVES ) PVT LTD.;NonCust;0;0;0;0;0;;0.00;;0;;;;
;Meridian Aircraft Management;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Meridiana;PotCust;0;0;0;0;0;;0.00;;0;;;;
;METROPOLITAN AIRLINES AG;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM12380;MHS Aviation GmbH;Customer;2;9;0;0;0;12/01/2012 00:00:00;8.00;;0;;;;
;Miami Air International;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Michigan Aviation;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13873;MIXJET;Customer;0;0;0;0;0;10/03/2024 00:00:00;8.00;;0;;;;
COM13458;MJETS AIR Sdn Bhd (Kargo Xpress);Customer;0;5;0;0;0;01/06/2021 00:00:00;5.00;;0;;;;
;MJets Ltd.;PotCust;0;0;0;0;0;;8.00;;0;;;;
COM13941;MNG AIRLINES;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM12494;MNG JET;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM12589;Montenegro Airlines;PotCust;0;0;0;0;0;11/01/2019 00:00:00;0.00;;0;;;08/13/2021 00:00:00;Closed, now ToMontenegro
;Mountainflyers 80 Ltd;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13493;MOZAMBIQUE EXPRESSO;PotCust;0;0;0;0;0;;0.00;;0;;;;
;MTCom;NonCust;0;0;0;0;0;;0.00;;0;;;;Account closed in agreement with PJ
COM13542;MUNDIO International Plc.;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Flightforce SAM;PotCust;0;0;0;0;0;;0.00;;0;;;10/28/2020 00:00:00;Account never been closed, no usage and no invoices. ACCOUNT CLOSED
COM14444;Mytri Aviation;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14071;My Way Airlines Co. Ltd;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13695;FLYSKY;Customer;0;0;0;0;0;10/01/2020 00:00:00;8.00;;0;;;08/15/2023 00:00:00;
COM13531;TAAG ANGOLA AIRLINES;Customer;1;27;26;14;0;06/20/2023 00:00:00;8.00;;0;;;;payment received - HEH unblock
COM13619;PROJET24;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13648;AIR AFFAIRES;PotCust;0;0;0;0;0;;0.00;;0;;;;
;ExecuJet Australia (LuxAviation);PotCust;0;0;0;0;0;;0.00;;0;;;;
;Jet Planning Services GmbH;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13480;NESAVIATON;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13622;EVAS AIR;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13604;ONTOP AIR CHARTER AG;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13526;JP Iaeono;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13654;BLUE EAGLE FLY;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13632;MERIT LOYAL TECHNOLOGY LTD;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13530;DAS private jets GmbH;Customer;3;4;0;0;0;10/01/2022 00:00:00;8.00;;0;;;;
COM13680;NILS CONRADI;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13657;AJWAA AIRLINES;PotCust;0;0;0;0;0;09/30/2020 00:00:00;0.00;;0;Unavoidable;Missing payment, no contact;01/24/2023 00:00:00;No payment!
COM13533;AVIATORS S.A.S.;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13628;UPLINK OPERATIONS;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13584;Zephyr Aviation Ltd;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13550;Flightserve;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13691;GOVERNMENT OF THE REP. OF CROATIA;Customer;3;1;0;0;0;12/01/2020 00:00:00;8.00;;0;;;;
COM13524;Lynxjet Private Flights;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13586;VVIP FLIGHT PVT LTD;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Al Haya Airlines;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13600;ORTAC;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13483;748 AIR SERVICES;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13615;AVIS7 LLC;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13553;TRANSAVIABALTIKA;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13225;CAE AVIATION Luxembourg;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13528;Resource Aviation Services;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13556;YANNICK BOGAERT;PotCust;0;0;0;0;0;;0.00;;0;;;;
;ExecuJet New Zealand Limited (LuxAviation);PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13630;CORENDON DUTCH AIRLINES;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13644;DE MAN AVIATION;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13673;Air Juan;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13620;AEROWORLD FLIGHT SUPPORT;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13618;WHITE AIRWAYS;Customer;2;0;0;0;0;05/21/2025 00:00:00;0.00;;0;;;;
COM13563;AZUR AIR Russia;Quarantine;0;0;0;0;0;;0.00;;0;;;;
COM13627;IDC AVIATION;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13583;Kommunalförbundet Svenskt Ambulansflyg (KSA);NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13994;Jet Aviation;PotCust;0;0;0;0;0;06/02/2021 00:00:00;0.00;;0;Avoidable;Group deal - lux aviation;10/04/2023 00:00:00;Contract terminated
COM13597;Avalon Airlines LLC;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13568;Fastway Aviation Group;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Clay Lacy Aviation, Inc.;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13629;MPC AIR;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13612;CADG Aviation (Pty) Ltd;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13694;FLYJETSTREAM;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13536;GRYPHON AIRLINES SA;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13602;GUARDIAN AIR;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13607;Air Zimbabwe;Quarantine;2;0;0;0;0;12/04/2020 00:00:00;4.00;;0;;;05/12/2026 00:00:00;Lack of payment
COM11340;NAC Nordic Aviation Capital;PotCust;0;0;0;0;0;04/01/2018 00:00:00;0.00;;0;;;01/31/2022 00:00:00;No more relations to NAC, if they want PPS again, they have to sign up.
;NAC National Airways corporation;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM12618;NAS CORPORATION LTD;Customer;3;0;0;0;0;07/24/2014 00:00:00;8.00;;0;;;06/08/2023 00:00:00;
;Nashwan Aviation LLC;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM11565;NATEAM;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13489;National Airways (Ethiopia);PotCust;0;0;0;0;0;10/01/2019 00:00:00;0.00;;0;;;05/19/2021 00:00:00;No payment, have send several reminders, they do not act on any of them. See history from Yeshiwas
;Neptune Aviation Services, Inc;PotCust;0;0;0;0;0;;0.00;;0;;;;
;NESAVIATION;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM12911;NESMA AIRLINES;Customer;2;12;12;12;0;01/01/2016 00:00:00;8.00;;0;;;;
COM13642;NEXTGEN AVIATION GROUP N.V.;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM11884;NEXT JET TEST;NonCust;0;0;0;0;0;;0.00;;0;;;;Bankruptcy, account closed
COM13393;NILE AIR;Customer;2;7;0;0;0;10/08/2021 00:00:00;8.00;;0;;;;
;NILE VALLEY AVIATION;NonCust;0;0;0;0;0;;0.00;;0;;;;
;NOBISAIR AB;NonCust;0;0;0;0;0;;0.00;;0;;;;
;NOKSCOOT;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13238;Nolinor Aviation;Customer;0;8;0;0;0;02/01/2019 00:00:00;8.00;;0;;;;
COM13395;JSC NordStar Airlines;Quarantine;0;0;0;0;0;10/01/2019 00:00:00;0.00;;0;;;03/09/2022 00:00:00;Discontinue of service - Russia
;NORDWIND;Quarantine;0;0;0;0;0;;0.00;;0;;;;
COM12930;NORLANDAIR;PotCust;0;0;0;0;0;;0.00;;0;;;;
;North Cariboo Air;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM11152;NORTH FLYING A/S;Customer;2;6;2;0;0;12/01/1990 00:00:00;8.00;;0;;;;
COM14679;Northern Air Cargo;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM11209;NORWEGIAN AIR SHUTTLE ASA;PotCust;0;0;0;0;0;11/01/2005 00:00:00;0.00;;0;;;10/26/2021 00:00:00;All accounts blocked, not customer
COM12836;Nova Airways;NonCust;0;0;0;0;0;05/01/2015 00:00:00;0.00;;0;Unavoidable;Missing payment;05/16/2023 00:00:00;Missing payment and communication/war in the country, bank closed, at least a year
COM12249;NOVAIR Test;NonCust;0;0;0;0;0;;0.00;;0;;;;NOVAIR closed and terminated
COM14151;NovoAir Ltd.;PotCust;0;0;0;0;0;;0.00;;0;;;;
;NPAS Ltd;NonCust;0;0;0;0;0;;0.00;;0;;;;
;OCEAN AIRLINES LIMITED;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Oceanskies Aero Ltd;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13514;OK AVIATION WINGS;Customer;3;1;0;0;0;09/01/2019 00:00:00;8.00;;0;;;;
COM11595;OLYMPIC AIR S.A.;Customer;2;19;0;0;0;08/01/2009 00:00:00;8.00;;0;;;;
COM12943;OLYMPUS AIRWAYS S.A;PotCust;0;0;0;0;0;03/01/2016 00:00:00;0.00;;0;Unavoidable;Missing payment, company still exist;03/01/2022 00:00:00;Due to missing payment and communication
;Oman Air;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13537;OMNI Táxi Aéreo S.A.;PotCust;0;0;0;0;0;09/01/2021 00:00:00;0.00;06/30/2024 00:00:00;0;Unavoidable;Has no use of system anymore;07/03/2024 00:00:00;Has no use of system anymore
COM12301;Omni Aviação eTecnologia SA.;PotCust;0;0;0;0;0;05/01/2012 00:00:00;0.00;;0;;;05/21/2025 00:00:00;Transferred to White Airways instead. (Omni and White have parted ways, May 25)
;OneCarribean LTD AOC;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Opera Jet 2 CB account;NonCust;0;0;0;0;0;;0.00;;0;;;;Should have been closed 03.03.2016 with main account, now closed correctly
COM12966;Orange2Fly;NonCust;0;0;0;0;0;;0.00;;0;;;10/30/2020 00:00:00;Blocked due to missing payment and lack of communication
;Orion Airways;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM12174;Alliance Executive Jets Ltd, Orion (Malta) Ltd.;PotCust;0;0;0;0;0;09/01/2013 00:00:00;0.00;;0;;;12/02/2020 00:00:00;Moved all activities to Alliance Flight Support, no need for own account anymore.
COM12833;Orion-X Ltd;Quarantine;0;0;0;0;0;04/01/2015 00:00:00;0.00;;0;;;03/09/2022 00:00:00;Discontinue of service - Russia
;Osprey Flight Solutions;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM12489;OYONNAIR;Customer;3;13;0;0;0;03/01/2013 00:00:00;8.00;;0;;;;
COM13576;Pacific Coastal Airlines;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM11155;ProAir Aviation GmbH;Customer;1;36;0;0;0;01/01/1998 00:00:00;8.00;;0;;;12/18/2023 00:00:00;
;Pan Air;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM11622;Panaviatic Ltd;Customer;3;3;0;0;0;08/01/2012 00:00:00;8.00;;0;;;;
;Panisa Airlines S.A;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM11411;Papier-Mettler KG;PotCust;0;0;0;0;0;08/01/2007 00:00:00;8.00;01/01/2025 00:00:00;0;Avoidable;due to some reorganisation at flight department, and Route Generation;03/03/2025 00:00:00;due to some reorganisation at flight department, and Route Generation
COM13643;Paradox Jets Ltd;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Pars Air;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM12767;Petroleum Air Services (PAS);Customer;3;8;0;0;0;03/01/2020 00:00:00;8.00;;0;;;;
;Pascan Aviation;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13084;Voepass - Linhas Aéreas;Quarantine;0;0;0;0;0;10/01/2018 00:00:00;8.00;04/30/2025 00:00:00;0;Unavoidable;Grounded by the auth. due to missing SMS and lack of compliance;05/08/2025 00:00:00;Grounded by the auth. due to missing SMS and lack of compliance
COM13342;Passionair;Customer;2;4;0;0;0;07/01/2020 00:00:00;8.00;;0;;;11/29/2023 00:00:00;
COM11898;PEAK Air GMBH;PotCust;0;0;0;0;0;07/01/2007 00:00:00;8.00;04/30/2025 00:00:00;0;Avoidable;Outsourcing to existing PPS user.;11/04/2025 00:00:00;Termination received, cleaning up. Out sourcing FPL planning to existing PPS user.
;PEGASUS AIRLINES;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Perimeter Aviation;PotCust;0;0;0;0;0;;0.00;;0;;;;
;PERSONAL AIR TRANSPORT;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM11743;PETRO AIR;Customer;3;6;0;0;0;11/01/2013 00:00:00;8.00;;0;;;;
;Pfizer Aviation;PotCust;0;0;0;0;0;;0.00;;0;;;;
;PHARMAFLIGHT;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13455;PHOENIX AVIATION;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Pintomap (Taillog);NonCust;0;0;0;0;0;;0.00;;0;;;;
;PIVOT AIRLINES;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13054;Plus Ultra Líneas Aéreas S.A.;PotCust;0;0;0;0;0;11/01/2016 00:00:00;0.00;;0;;;05/12/2021 00:00:00;Should have been closed end February 2021
;Pobeda Airlines LLC;Quarantine;0;0;0;0;0;;0.00;;0;;;;
;Polish Air Force;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Porter Airlines;PotCust;0;0;0;0;0;;0.00;;0;;;;
;PRAGA AVIATION s.r.o.;PotCust;0;0;0;0;0;;0.00;;0;;;;
;JSC PREMIER AVIA;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13527;PREMIER PRIVATE JETS;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM12429;Premium Jet AG;PotCust;0;0;0;0;0;10/01/2012 00:00:00;0.00;;0;Unavoidable;No Activity;10/02/2023 00:00:00;Contract terminated
;Prestbury Two LLP;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13678;PRIME AVIATION;Customer;0;0;0;0;0;10/01/2021 00:00:00;8.00;;0;;;;
;Prime Jet LLC;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13547;PRIMEYOU;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13611;PRINCE AVIATION;PotCust;0;0;0;0;0;;0.00;;0;;;;
;PRIVAJET;PotCust;0;0;0;0;0;;0.00;;0;;;;
;PrivatAir Saudi Arabia Ltd;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM14613;PAL Airlines;PotCust;0;0;0;0;0;;0.00;;0;;;;
;PSA Airlines, Inc.;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13337;PSI AIR 2007;PotCust;0;0;0;0;0;03/22/2021 00:00:00;0.00;;0;Unavoidable;Missing payment;06/08/2023 00:00:00;No payment, no communication
;PUROLATOR;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM14003;QATAR AIRWAYS;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13867;Qatar Amiri Flight;PotCust;0;0;0;0;0;;0.00;;0;;;;
;Q.C.M. Quality Control Management AG;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13074;QCM Quality Control Management AG;NonCust;0;0;0;0;0;07/02/2020 00:00:00;0.00;01/05/2024 00:00:00;0;Avoidable;New Company, Peak Aero Solutions, COM14362;01/05/2024 00:00:00;New Company, Peak Aero Solutions, COM14362. All QCM accounts moved to Peak Aero
;QESHM AIRLINES;NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13564;QUEEN AIR;PotCust;0;0;0;0;0;12/01/2019 00:00:00;0.00;;0;;;01/19/2022 00:00:00;Moved account to QA Aviation s.r.o.
COM11161;QUICK AIR JET CHARTER GmbH;Customer;3;6;0;0;0;07/01/1995 00:00:00;8.00;;0;;;;
;"QUICKTURN
mjets*";NonCust;0;0;0;0;0;;0.00;;0;;;;
COM13859;RARE AIR LIMITED;PotCust;0;0;0;0;0;;0.00;;0;;;;
;RAY AIRLINES;NonCust;0;0;0;0;0;;0.00;;0;;;10/28/2020 00:00:00;Closed by RS, due to US sanctions
COM13626;RBA VOYAGE Sdn Bhd;PotCust;0;0;0;0;0;;0.00;;0;;;;
;RED WINGS AIRLINES;Quarantine;0;0;0;0;0;;0.00;;0;;;;
COM13613;REDSTAR AVIATION;Customer;0;0;0;0;0;12/01/2020 00:00:00;8.00;;0;;;;
COM12511;AIR CHARTER EXPRESS LLC (Former REEM STYLE);Customer;0;8;5;3;0;05/01/2013 00:00:00;8.00;;0;;;;
COM14150;Regent Airways;PotCust;0;0;0;0;0;;0.00;;0;;;;
COM13042;Regional Jet OU ( X-Fly / NORDICA);NonCust;1;0;0;0;0;07/01/2016 00:00:00;0.00;12/31/2024 00:00:00;0;Unavoidable;Bankruptcy;01/07/2025 00:00:00;Bankruptcy
