NavCustomerNo,CompanyName,Country,Last12Months,Balance,FleetSize,Year2022,Dev2223,Year2023,Dev2324,Year2024,Dev2425,Year2025,YearToDate,LastYearToDate,LastFinancialYear
COM12680,AVIATION ONE PTE LTD,SG,110868,-7473,2,0,0,0,0,0,0,100306,67253,56691,100306
COM12682,Tatra JET s.r.o.,SK,0,0,4,0,0,0,0,0,0,37531,0,37531,37531
COM12690,AIR INUIT,CA,670102,60362,24,0,0,0,0,0,0,564430,421912,316241,564430
COM12691,Avedeq Ltd.,GB,0,0,0,0,0,0,0,0,0,0,0,0,0
COM12693,Alpha Jet Services PC,GR,0,0,1,0,0,0,0,0,0,0,0,0,0
COM12698,SOS INTERNATIONAL,DK,0,0,1,0,0,0,0,0,0,0,0,0,0
COM12707,Saudia Private Aviation,SA,471957,0,0,0,0,0,0,0,0,450956,276296,255295,450956
COM12708,AVIASERVIS,RU,0,0,0,0,0,0,0,0,0,0,0,0,0
COM12721,Fly Egypt,EG,0,0,1,0,0,0,0,0,0,0,0,0,0
COM12727,FR Aviation Limited trading as (Cobham/DRAKEN EUROPE)),GB,173015,14886,10,0,0,0,0,0,0,165153,104168,96306,165153
COM12732,Arena Aviation,GB,0,0,0,0,0,0,0,0,0,0,0,0,0
COM12733,Fort Aero AS,EE,17551,3520,1,0,0,0,0,0,0,23979,9490,15919,23979
COM12740,"Excellent Air GmbH, Air Allgaeu",DE,211918,0,13,0,0,0,0,0,0,221783,126456,136321,221783
COM12745,Evo Jet Services Ltd,US,87172,0,1,0,0,0,0,0,0,71261,59805,43894,71261
COM12746,AF - Aviation ltd,GB,71630,0,1,0,0,0,0,0,0,76745,41128,46242,76745
COM12752,BLUEBIRD NORDIC,IS,0,0,6,0,0,0,0,0,0,0,0,0,0
COM12754,VALLJET,FR,570344,107388,23,0,0,0,0,0,0,450610,353693,233959,450610
COM12762,DRAGONFLY EXECUTIVE AIRCHARTER,GB,63040,10830,5,0,0,0,0,0,0,50074,39246,26280,50074
COM12767,Petroleum Air Services (PAS),EG,84617,7404,8,0,0,0,0,0,0,83200,51014,49597,83200
COM12769,EAGLE AIR ICELAND,IS,0,0,2,0,0,0,0,0,0,0,0,0,0
COM12777,FLYOPS SAS,FR,58140,4610,3,0,0,0,0,0,0,55714,32258,29832,55714
COM12778,TALA Fze,AE,0,0,0,0,0,0,0,0,0,0,0,0,0
COM12779,Elite Jet,SK,128711,0,6,0,0,0,0,0,0,109855,75074,56218,109855
COM12784,Deek Aviation FZE,AE,0,0,0,0,0,0,0,0,0,0,0,0,0
COM12789,"Smartwings, a.s. Travel service",CZ,1745120,0,51,0,0,0,0,0,0,1580784,1051360,887023,1580784
COM12806,Kermas Aviation,MT,0,0,0,0,0,0,0,0,0,0,0,0,0
COM12809,Primeslot,PT,177149,22592,0,0,0,0,0,0,0,178806,109854,111511,178806
COM12829,AlMasria Universal Airlines,EG,358250,0,8,0,0,0,0,0,0,400907,198756,241412,400907
COM12833,Orion-X Ltd,RU,0,0,0,0,0,0,0,0,0,0,0,0,0
COM12836,Nova Airways,AE,0,0,0,0,0,0,0,0,0,0,0,0,0
COM12839,Air-Taxi Europe Gmbh,DE,22699,0,4,0,0,0,0,0,0,62391,0,39692,62391
COM12845,Air Inuit Hydro Quebec div.,CA,94577,8137,4,0,0,0,0,0,0,90279,56942,52644,90279
COM12848,"Comfort Jet Services, SA",TG,0,0,0,0,0,0,0,0,0,0,0,0,0
COM12863,Aeolian Services,GR,0,0,0,0,0,0,0,0,0,16779,0,16779,16779
COM12864,BBS FLIGHT SUPPORT,RU,0,0,0,0,0,0,0,0,0,0,0,0,0
COM12867,FLY SERVICE LTD,TR,222325,11790,0,0,0,0,0,0,0,190829,119381,87885,190829
COM12870,Saudi Royal Fleet,SA,446386,0,0,0,0,0,0,0,0,415746,280151,249511,415746
COM12871,Tus Airways,CY,208026,-18845,3,0,0,0,0,0,0,148901,140669,81544,148901
COM12876,Atlas Trip Support (former Paramount/GTS),US,62266,9979,0,0,0,0,0,0,0,70733,38559,47026,70733
COM12878,SWIFTAIR S.A,ES,2024721,0,47,0,0,0,0,0,0,1877301,1223579,1076158,1877301
COM12881,Lipican Aer d.o.o.,SI,37233,0,3,0,0,0,0,0,0,60365,12068,35201,60365
COM12885,AviaTraining Centre CJSC,AM,0,0,1,0,0,0,0,0,0,0,0,0,0
COM12897,AEROTRANSCARGO FZE (24 hrs OPS - Aerotranscargo Moldova / Air Igor),AE,165156,12111,3,0,0,0,0,0,0,152538,91387,78769,152538
COM12902,Smart Cargo S.A.,LU,21815,1877,0,0,0,0,0,0,0,20823,13134,12143,20823
COM12907,CLICK AVIATION NETWORK,AE,62774,8922,0,0,0,0,0,0,0,56248,39282,32756,56248
COM12911,NESMA AIRLINES,EG,372924,0,4,0,0,0,0,0,0,289120,192989,109185,289120
COM12919,Universal Air (AIR CM GLOBAL LTD),MT,173398,11511,5,0,0,0,0,0,0,165579,112366,104547,165579
COM12920,AIRCORSICA,FR,689560,64344,13,0,0,0,0,0,0,616071,431254,357765,616071
COM12925,ARABASCO,SA,0,0,0,0,0,0,0,0,0,0,0,0,0
COM12926,COMLUX MALTA,MT,0,0,1,0,0,0,0,0,0,0,0,0,0
COM12929,airCreebec,CA,458961,0,20,0,0,0,0,0,0,392251,299843,233134,392251
COM12930,NORLANDAIR,IS,0,0,3,0,0,0,0,0,0,0,0,0,0
COM12936,JSC SKY ATLAS,RU,0,0,1,0,0,0,0,0,0,0,0,0,0
COM12943,OLYMPUS AIRWAYS S.A,GR,0,0,0,0,0,0,0,0,0,0,0,0,0
COM12946,GreyBird Aviation Group,DK,0,0,0,0,0,0,0,0,0,0,0,0,0
COM12948,GLOBAL AIRWAYS LIMITED,GI,0,0,1,0,0,0,0,0,0,15755,0,15755,15755
COM12952,BAA Training,LT,0,0,0,0,0,0,0,0,0,0,0,0,0
COM12957,SILVER CLOUD AIR GmbH,DE,118268,10573,5,0,0,0,0,0,0,109123,70828,61682,109123
COM12964,Global Service Solution FZCO,AE,110356,0,0,0,0,0,0,0,0,113287,59465,62396,113287
COM12966,Orange2Fly,GR,0,0,0,0,0,0,0,0,0,0,0,0,0
COM12969,Ministerstvo vn�tra SR Slovak Government,SK,140605,0,5,0,0,0,0,0,0,145893,140605,145893,145893
COM12973,BBS Flight Support (RSY),RU,0,0,1,0,0,0,0,0,0,0,0,0,0
COM12984,Atlantis European Airways,AM,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13000,YUZMASHAVIA,UA,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13004,Air Mediterranean,GR,52171,4489,1,0,0,0,0,0,0,61132,31411,40372,61132
COM13005,ZEMAN Flugtechnik & Logistik GmbH,DE,53317,0,1,0,0,0,0,0,0,38056,36538,21277,38056
COM13008,Simplifly Aviation Solutions LLC,US,0,0,1,0,0,0,0,0,0,0,0,0,0
COM13012,MAE Jet Charters Company WLL (IJM3),BH,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13022,iJET,AE,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13040,Aircompany Armenia LLC (Air Dilijans LLC),AM,0,0,1,0,0,0,0,0,0,0,0,0,0
COM13041,Haya Aviation Services Ltd,SA,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13042,Regional Jet OU ( X-Fly / NORDICA),EE,0,0,20,0,0,0,0,0,0,0,0,0,0
COM13048,JET TEAM Ltd,GB,50259,0,0,0,0,0,0,0,0,48329,25611,23682,48329
COM13054,Plus Ultra L�neas A�reas S.A.,ES,0,0,8,0,0,0,0,0,0,0,0,0,0
COM13057,SAFAIR OPERATIONS (PTY) LTD,ZA,1661427,589405,35,0,0,0,0,0,0,1576936,1014949,930459,1576936
COM13058,Cemair,ZA,678147,55059,25,0,0,0,0,0,0,706531,384037,412421,706531
COM13060,Airlink,ZA,0,0,62,0,0,0,0,0,0,0,0,0,0
COM13074,QCM Quality Control Management AG,CH,0,0,6,0,0,0,0,0,0,0,0,0,0
COM13075,AeroTEC LLC,US,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13082,SPOT REISEN GmbH DWC-LLC,AE,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13084,Voepass - Linhas A�reas,BR,0,0,13,0,0,0,0,0,0,97760,0,97760,97760
COM13093,DORNIER AVIATION Nigeria AIEP (DANA),NG,75973,18651,7,0,0,0,0,0,0,74347,40891,39265,74347
COM13099,FLY ONE S.R.L,MD,610033,0,15,0,0,0,0,0,0,485695,347257,222918,485695
COM13104,Fly Easy,TN,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13106,Sleepwell Aviation ltd,GB,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13107,Quick Link Aviation,AE,171254,0,4,0,0,0,0,0,0,168915,103033,100694,168915
COM13115,AFRICAN EXPRESS AIRWAYS,KE,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13116,Pioneers Aviation services Ltd,SA,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13118,Sunrise Airways S.A.,HT,0,0,3,0,0,0,0,0,0,0,0,0,0
COM13119,ClearWay Handling and Operations,LV,94826,0,2,0,0,0,0,0,0,69217,59110,33501,69217
COM13121,SAUDIA,SA,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13123,FLY GAC,DK,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13124,UKRAINIAN WINGS,UA,0,0,1,21,0,0,0,0,0,0,0,0,0
COM13125,Fly Baghdad,IQ,57243,58234,8,0,0,0,0,0,0,54429,57243,54429,54429
COM13126,Tango Limited,SC,57918,9169,0,0,0,0,0,0,0,55594,35427,33103,55594
COM13129,Mediterranean Aviation Services,AE,57642,0,0,0,0,0,0,0,0,47359,29279,18996,47359
COM13139,Jung Sky,HR,47214,4062,2,0,0,0,0,0,0,45068,28426,26280,45068
COM13141,SOUTHERN CROSS INTERNATIONAL,NL,53409,0,0,0,0,0,0,0,0,52081,30598,29269,52081
COM13142,Air Libya,LY,206931,115996,4,0,0,0,0,0,0,174261,116541,83871,174261
COM13149,Flight Assist LTD,GB,54513,6199,0,0,0,0,0,0,0,54467,33493,33447,54467
COM13152,sprouts GmbH,DE,466992,36757,0,0,0,0,0,0,0,450904,255418,239330,450904
COM13154,Fly2Sky OOD,BG,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13157,FLYADEAL,SA,1803367,0,40,0,0,0,0,0,0,1652797,1116738,966168,1652797
COM13165,Abu Dhabi Aviation,AE,290318,23173,11,0,0,0,0,0,0,339859,165384,214925,339859
COM13173,SoftwareOne,DE,0,0,1,0,0,0,0,0,0,18388,0,18388,18388
COM13185,Gullwing Aviation Luftfahrtservice e. K.,DE,36801,0,4,0,0,0,0,0,0,44395,36801,44395,44395
COM13191,SkyOne FZE (Terra Avia) (OMEGA AIR),AE,150067,14469,0,0,0,0,0,0,0,112202,91658,53794,112202
COM13197,"Concierge U Ltd, t/a Jet Concierge Club",GB,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13203,Jetbee Czech s.r.o.,CZ,125604,13158,4,0,0,0,0,0,0,111112,79307,64815,111112
COM13210,Blackbird Air A/S,DK,274572,0,7,0,0,0,0,0,0,213460,178649,117536,213460
COM13211,WINGS OF LEBANON,LB,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13218,ELANG LINTAS INDONESIA,ID,0,0,1,0,0,0,0,0,0,18397,0,18397,18397
COM13220,ROYAL AIR Charter Service Inc,PH,119834,10486,3,0,0,0,0,0,0,100748,72246,53160,100748
COM13223,Pike Aviation S.A.,UY,47960,0,0,0,0,0,0,0,0,50915,29590,32545,50915
COM13225,CAE AVIATION Luxembourg,LU,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13226,Air Hollandia B.V.,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13228,Bravo Airways,UA,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13232,"Zimbabwe Airways (PVT), Ltd.",ZW,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13236,WAMOS AIR,ES,0,0,13,0,0,0,0,0,0,0,0,0,0
COM13238,Nolinor Aviation,CA,329341,36562,10,0,0,0,0,0,0,331500,203807,205965,331500
COM13240,ATA AIRLINES,IR,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13241,Pia Kaltenberger (Bluesky),DE,87551,-6787,3,0,0,0,0,0,0,82750,50316,45515,82750
COM13242,AMC AIRLINES,EG,0,0,1,0,0,0,0,0,0,0,0,0,0
COM13243,YALLAFLY AIRWAYS S.A,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13245,Longtail Aviation International Ltd.,BM,29114,6553,1,0,0,0,0,0,0,11806,21419,4111,11806
COM13247,TIMBIS AIR SERVICES,KE,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13249,FLYBOSNIA d.o.o.,BA,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13250,Volkswagen AirService GmbH,DE,217696,-4888,6,0,0,0,0,0,0,126963,151740,61006,126963
COM13257,3Plex Aero Ltd,MT,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13254,GETJET AIRLINES,LT,948189,0,12,0,0,0,0,0,0,797234,578886,427932,797234
COM13255,LOT Polish Airlines S.A.,PL,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13256,VALAIR,PT,88076,6826,6,0,0,0,0,0,0,101478,45430,58832,101478
,,,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13266,LUMIWINGS S.A.,GR,8297,0,1,0,0,0,0,0,0,37325,0,29027,37325
COM13269,SkyUp Airlines,UA,0,0,10,0,0,0,0,0,0,0,0,0,0
COM13272,AVIOSTART,BG,24676,0,3,0,0,0,0,0,0,23555,14857,13736,23555
COM13274,Tayaran Jet JSCo,BG,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13278,Life Line Ltd,GR,96941,0,5,0,0,0,0,0,0,92536,58366,53960,92536
COM13285,VOYAGE AIR,BG,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13289,BAHAMASAIR,BS,0,0,9,0,0,0,0,0,0,0,0,0,0
COM13291,AIR HORIZONT,MT,241761,17235,6,0,0,0,0,0,0,248922,129433,136594,248922
COM13292,BAE Systems Marine Ltd.,GB,0,0,5,0,0,0,0,0,0,0,0,0,0
COM13294,CHRONO JET INC.,CA,151336,0,2,0,0,0,0,0,0,214565,90861,154090,214565
COM13295,AERONEXUS CORPORATE,GB,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13296,AVIA BUSINESS GROUP,RU,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13299,RAF AVIA,LV,33692,3064,3,0,0,0,0,0,0,31837,21441,19586,31837
COM13310,JSC UVT AERO,RU,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13314,ROBUST ANALYTICS,US,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13319,Caspian Airlines,IR,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13321,LAM MOZAMBIQUE,MZ,45737,27894,8,0,0,0,0,0,0,77866,28389,60517,77866
COM13322,Ghodawat Enterprises Pvt Ltd (Star Air India),IN,326060,163113,10,0,0,0,0,0,0,323508,138002,135451,323508
COM13327,ATA CONCEPT GmbH,CH,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13328,AIR LEAP,SE,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13332,Alexandria Airlines,EG,0,0,2,0,0,0,0,0,0,0,0,0,0
COM13337,PSI AIR 2007,PH,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13341,Avincis Aviation Norway (Ex Babcock Norway),NO,0,0,12,0,0,0,0,0,0,43658,0,43658,43658
COM13342,Passionair,GH,127014,32768,4,0,0,0,0,0,0,106557,65541,45085,106557
COM13343,ENDEAVOUR AVIATION,CI,0,0,3,0,0,0,0,0,0,0,0,0,0
COM13354,TEXEL AIR,BH,882083,75409,11,0,0,0,0,0,0,825916,531782,475615,825916
COM13359,International Flight Planning Solutions,LB,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13363,Asia Jet Sdn Bhd,MY,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13365,Advanced Air Support International,FR,0,0,1,0,0,0,0,0,0,0,0,0,0
COM13369,BRAVO AIR Ltd,GE,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13370,AIR DECCAN,IN,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13371,ELLINAIR S.A.,GR,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13372,FlyGR8 S.A (AllTime Aviation Ltd),GR,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13373,Libyan Government,LY,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13374,Shujaa Aviation Limited,KE,337809,27171,11,0,0,0,0,0,0,326966,208035,197192,326966
COM13377,AMREF Flying Doctors,KE,184465,16426,5,0,0,0,0,0,0,185819,110703,112057,185819
COM13378,Georgian Wings (TCA LLC),GE,0,0,1,0,0,0,0,0,0,25153,0,25153,25153
COM13382,STAR AVIATION SPA,DZ,149221,120750,12,0,0,0,0,0,0,147495,78305,76580,147495
COM13388,JONIKA LLC,UA,0,0,4,50,0,0,0,0,0,0,0,0,0
COM13390,Emperor Aviation Ltd,MT,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13393,NILE AIR,EG,281936,0,5,0,0,0,0,0,0,216266,187663,121993,216266
COM13394,Eliance Aviation Global Services SLU,ES,149108,0,3,0,0,0,0,0,0,142332,89774,82998,142332
COM13395,JSC NordStar Airlines,RU,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13398,Emirates Flight Training Academy,AE,207804,18401,31,0,0,0,0,0,0,192520,127612,112328,192520
COM13400,I-OPS Aviation,MT,51464,4427,0,0,0,0,0,0,0,49134,30981,28651,49134
COM13402,UR AIRLINES,IQ,48634,0,2,0,0,0,0,0,0,54538,31072,36976,54538
COM13403,ASTRA AIRLINES,GR,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13404,AEREO CALAFIA,MX,0,0,1,0,0,0,0,0,0,0,0,0,0
COM13405,KEY LIME AIR,US,378539,0,15,0,0,0,0,0,0,353282,235855,210598,353282
COM13407,Avimaxx W.L.L. - FSP AIRCRAFT FERRY,BH,18535,1622,0,0,0,0,0,0,0,18225,11174,10864,18225
COM13408,MALETH AERO,MT,0,0,1,0,0,0,0,0,0,27129,0,27129,27129
COM13409,CHARTER JETS,LT,0,0,4,0,0,0,0,0,0,0,0,0,0
COM13411,AVEM AERO O�,EE,0,0,1,0,0,0,0,0,0,0,0,0,0
COM13416,COBRA JET AVIATION,EG,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13417,HOP!,FR,958278,50736,39,0,0,0,0,0,0,1148569,463120,653412,1148569
COM13418,AlpAvia d.o.o. (previously Batagon),SI,5390,0,2,0,0,0,0,0,0,51655,0,46265,51655
,,,21923,0,0,0,0,0,0,0,0,49327,0,27404,49327
COM13428,Bluebair Jet S.A.,CH,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13429,Eswatini Air,SZ,148637,13027,4,0,0,0,0,0,0,139928,90214,81505,139928
COM13430,KENYA AIRWAYS,KE,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13431,EFPL SUPPORT PRIVATE LIMITED,IN,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13432,AFS ALPINE FLIGHTSERVICE GMBH,AT,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13433,Jasmin Airways,TN,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13436,ALLIED AIR,NG,0,0,4,0,0,0,0,0,0,0,0,0,0
COM13438,Aviagreene Solutions Ltd,NG,48358,13326,0,0,0,0,0,0,0,46169,29111,26923,46169
COM13439,Air Aviation Support,FR,88226,0,0,0,0,0,0,0,0,97911,51242,60927,97911
COM13441,AIR CALEDONIE,NC,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13445,Bartolini Air,PL,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13453,SKYWARD AIRLINES,KE,211813,51543,4,0,0,0,0,0,0,69790,142023,0,69790
COM13455,PHOENIX AVIATION,KE,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13457,ASTRAL AVIATION,KE,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13458,MJETS AIR Sdn Bhd (Kargo Xpress),MY,238497,35067,6,0,0,0,0,0,0,249879,134330,145712,249879
COM13460,AOPA DMU,DK,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13461,Star Air Cargo (Pty) Ltd,ZA,0,0,6,0,0,0,0,0,0,52610,0,52610,52610
COM13466,JORDAN AVIATION,JO,934554,236924,7,0,0,0,0,0,0,958836,560613,584896,958836
COM13471,ARGOS VPH,IT,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13474,Ford Aviation,GB,0,0,1,0,0,0,0,0,0,0,0,0,0
,EXPRESSJET Inc.,,70498,0,0,0,0,0,0,0,0,342180,0,271682,342180
COM13480,NESAVIATON,AW,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13481,EGT Jet Ltd.,BG,32648,3400,3,0,0,0,0,0,0,56243,32648,56243,56243
COM13482,SKY AIRLINE,CL,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13483,748 AIR SERVICES,KE,0,0,5,0,0,0,0,0,0,0,0,0,0
COM13486,Elitavia Malta Ltd,MT,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13488,BKNJET Havac?l?k A?,TR,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13489,National Airways (Ethiopia),ET,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13490,AFRICA WORLD AIRLINES,GH,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13492,The Helicopter & Jet Company,SA,842915,123604,37,0,0,0,0,0,0,923073,497432,577590,923073
COM13493,MOZAMBIQUE EXPRESSO,MZ,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13494,KlasJet,LT,483370,57930,11,0,0,0,0,0,0,542668,275255,334553,542668
COM13497,Air Taxi and Charter International,ES,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13498,UNITY AIR,GH,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13499,SA EXPRESS,ZA,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13501,CIAF LEASING,EG,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13504,EXECUJET AIR CHARTER,ZA,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13505,VSR Aviation,IN,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13506,CHALAIR AVIATION,FR,247916,21931,11,0,0,0,0,0,0,267695,152777,172557,267695
COM13507,Lothringen Aero Services GmbH,DE,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13508,SIRIUS-AERO,RU,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13511,Brightling Services,GB,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13512,LLC AVIATION COMPANY ELERON (VVA),UA,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13514,OK AVIATION WINGS,CZ,135193,0,4,0,0,0,0,0,0,108294,91025,64125,108294
COM13516,MARATHON AIRLINES,GR,173792,68713,5,0,0,0,0,0,0,159019,111784,97012,159019
COM13517,Jet Premier One,MY,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13519,AIR BOURGOGNE,FR,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13520,Spherus Aviation,DE,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13521,RH Trade AG,CH,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13522,SWISS GLOBAL JET,CH,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13523,Heidelberg Cement AG,DE,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13524,Lynxjet Private Flights,IL,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13525,Air Ocean Maroc,MA,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13526,JP Iaeono,CH,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13527,PREMIER PRIVATE JETS,US,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13528,Resource Aviation Services,ML,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13529,SAHARA AFRICAN AVIATION,ZA,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13530,DAS private jets GmbH,DE,89776,9310,7,0,0,0,0,0,0,90386,52034,52644,90386
COM13531,TAAG ANGOLA AIRLINES,AO,1781729,333154,18,0,0,0,0,0,0,1468719,1149969,836958,1468719
COM13532,LEGEND OF THE NILE,EG,0,0,2,0,0,0,0,0,0,0,0,0,0
COM13533,AVIATORS S.A.S.,FR,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13536,GRYPHON AIRLINES SA,ZA,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13537,OMNI T�xi A�reo S.A.,BR,0,0,1,0,0,0,0,0,0,0,0,0,0
COM13538,Constanta Airlines,UA,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13539,SKYX AIRWAYS,SI,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13540,THE AVIATION COMPANY,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13541,SUNWING AIRLINES INC.,CA,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13542,MUNDIO International Plc.,GB,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13543,Turkish Aerospace Industries,TR,42711,7475,1,0,0,0,0,0,0,41996,25750,25035,41996
COM13544,VipJet,IE,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13545,Thai Summer Airways,TH,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13546,CS & FS Caribbean Support & Flight Services SAS,CO,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13547,PRIMEYOU,BR,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13548,HELLENIC CIVIL AVIATION AUTHORITY (HCAA),GR,0,0,1,0,0,0,0,0,0,0,0,0,0
COM13550,Flightserve,GB,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13551,Air Manas,KG,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13552,Carthage Sky Service,TN,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13553,TRANSAVIABALTIKA,LT,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13554,48th Contracting Squadron,GB,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13555,Alliance Air (India),IN,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13556,YANNICK BOGAERT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13557,Etihad Aviation Training,AE,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13558,SPACECARGO INC,AE,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13559,RRSM International LLC,SA,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13561,Snild ehf,IS,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13562,RUSLINE,RU,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13563,AZUR AIR Russia,RU,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13564,QUEEN AIR,CZ,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13565,Air Botswana,BW,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13566,SkyAir,BD,0,0,1,0,0,0,0,0,0,4498,0,4498,4498
COM13567,Zoom Air,IN,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13568,Fastway Aviation Group,US,0,0,0,0,0,0,0,0,0,0,0,0,0
COM13569,GOVERNMENT OF THE REP. OF NORTH MACEDONIA,MK,0,0,0,0,0,0,0,0,0,0,0,0,0
